Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
2010-01-14,6.3094329833984375,6.367499828338623,14.724550247192383,23.354862213134766,,19.6280574798584,7.479642868041992,6.367499828338623,14.761011123657227,30.959999084472656,,21.860000610351562,7.5164289474487305,6.519000053405762,14.86987018585205,31.100000381469727,,21.88249969482422,7.465000152587891,6.320000171661377,14.584835052490234,30.260000228881836,,21.625,7.503929138183594,6.456999778747559,14.612112045288086,30.309999465942383,,21.74250030517578,432894000,195498000,169434396,63228100,,18379600
2010-01-15,6.203989505767822,6.35699987411499,14.478663444519043,23.27942657470703,,19.336244583129883,7.354642868041992,6.35699987411499,14.514514923095703,30.860000610351562,,21.53499984741211,7.557143211364746,6.482500076293945,14.853854179382324,31.239999771118164,,21.885000228881836,7.352499961853027,6.353000164031982,14.46546459197998,30.709999084472656,,21.479999542236328,7.533214092254639,6.459000110626221,14.848347663879395,31.079999923706055,,21.8700008392334,594067600,307530000,217162620,79913200,,21295200
2010-01-19,6.478442668914795,6.380499839782715,14.668882369995117,23.46047019958496,,19.72010040283203,7.679999828338623,6.380499839782715,14.705204963684082,31.100000381469727,,21.962499618530273,7.685357093811035,6.400000095367432,14.775275230407715,31.239999771118164,,22.102500915527344,7.401429176330566,6.2164998054504395,14.421671867370605,30.68000030517578,,21.424999237060547,7.440357208251953,6.315499782562256,14.54454517364502,30.75,,21.542499542236328,730007600,177852000,172495332,46575700,,15239600
2010-01-20,6.378722190856934,6.289000034332275,14.488897323608398,23.075754165649414,,19.623567581176758,7.56178617477417,6.289000034332275,14.524774551391602,30.59000015258789,,21.854999542236328,7.698214054107666,6.460000038146973,14.664163589477539,30.940000534057617,,21.934999465942383,7.482142925262451,6.254000186920166,14.396647453308105,30.309999465942383,,21.577499389648438,7.675356864929199,6.356500148773193,14.664163589477539,30.809999465942383,,21.920000076293945,612152800,181494000,129897972,54849500,,12771200
2010-01-21,6.268458843231201,6.330999851226807,14.553053855895996,22.638219833374023,,18.956872940063477,7.431070804595947,6.330999851226807,14.589089393615723,30.010000228881836,,21.112499237060547,7.618214130401611,6.40749979019165,14.685185432434082,30.719999313354492,,21.975000381469727,7.400356769561768,6.25,14.320570945739746,30.0,,21.030000686645508,7.574285984039307,6.36299991607666,14.600601196289062,30.610000610351562,,21.862499237060547,608154400,199412000,252055692,73086700,,28140800
2010-01-22,5.9575514793396,6.071499824523926,13.730016708374023,21.846145629882812,,18.570781707763672,7.0625,6.071499824523926,13.76401424407959,28.959999084472656,,20.6825008392334,7.410714149475098,6.383500099182129,14.279278755187988,30.200000762939453,,21.09749984741211,7.041429042816162,6.038000106811523,13.38488483428955,28.84000015258789,,20.40999984741211,7.385000228881836,6.28000020980835,14.126626968383789,30.0,,21.00749969482422,881767600,231378000,271743984,102004600,,29776400
2010-01-25,6.117824554443359,6.015500068664551,13.480134963989258,22.11771583557129,,18.41364860534668,7.252500057220459,6.015500068664551,13.513513565063477,29.31999969482422,,20.50749969482422,7.310713768005371,6.113999843597412,13.760761260986328,29.65999984741211,,20.952499389648438,7.1496429443359375,5.906000137329102,13.401150703430176,29.100000381469727,,20.352500915527344,7.232500076293945,6.105000019073486,13.678427696228027,29.239999771118164,,20.850000381469727,1065699600,240478000,176619204,63373000,,16147200
2010-01-26,6.20428991317749,5.973999977111816,13.540545463562012,22.253501892089844,,18.216110229492188,7.355000019073486,5.973999977111816,13.574073791503906,29.5,,20.287500381469727,7.632500171661377,6.14900016784668,13.753753662109375,29.850000381469727,,20.635000228881836,7.235000133514404,5.953000068664551,13.420671463012695,29.09000015258789,,20.247499465942383,7.3553571701049805,6.0279998779296875,13.462713241577148,29.200000762939453,,20.337499618530273,1867110000,191180000,174045780,66639900,,12437600
2010-01-27,6.262734413146973,6.137499809265137,13.532557487487793,22.381746292114258,,18.835668563842773,7.424285888671875,6.137499809265137,13.566065788269043,29.670000076293945,,20.977500915527344,7.520713806152344,6.166500091552734,13.704955101013184,29.81999969482422,,21.032499313354492,7.126070976257324,5.940000057220459,13.396145820617676,29.020000457763672,,20.15250015258789,7.387499809265137,6.051499843597412,13.545294761657715,29.350000381469727,,20.219999313354492,1722568400,295306000,158417424,63949500,,19335200
2010-01-28,6.0039472579956055,6.301499843597412,13.337594985961914,21.997026443481445,,18.552831649780273,7.117499828338623,6.301499843597412,13.370620727539062,29.15999984741211,,20.662500381469727,7.339285850524902,6.360000133514404,13.688689231872559,29.8700008392334,,21.1200008392334,7.096428871154785,6.139999866485596,13.278278350830078,28.889999389648438,,20.352500915527344,7.318929195404053,6.221499919891357,13.625876426696777,29.84000015258789,,21.09000015258789,1173502400,545862000,129034836,117513700,,13070800
2010-01-29,5.7861328125,6.270500183105469,13.229004859924316,21.257755279541016,,18.41364860534668,6.859285831451416,6.270500183105469,13.261761665344238,28.18000030517578,,20.50749969482422,7.221428871154785,6.59250020980835,13.538288116455078,29.920000076293945,,21.2450008392334,6.794642925262451,6.206999778747559,13.153403282165527,27.65999984741211,,20.467500686645508,7.181428909301758,6.488500118255615,13.475726127624512,29.899999618530273,,20.649999618530273,1245952400,589426000,165454380,193888500,,20281600
2010-02-01,5.866568565368652,5.94350004196167,13.305891036987305,21.431255340576172,,18.779544830322266,6.9546427726745605,5.94350004196167,13.338838577270508,28.40999984741211,,20.915000915527344,7.0,6.243000030517578,13.408658981323242,28.479999542236328,,21.1875,6.8321428298950195,5.690999984741211,13.270771026611328,27.920000076293945,,20.549999237060547,6.870357036590576,6.158999919891357,13.378377914428711,28.389999389648438,,20.572500228881836,749876400,755488000,89941968,85931100,,16098000
2010-02-02,5.9006123542785645,5.906000137329102,13.258460998535156,21.468971252441406,,18.858108520507812,6.994999885559082,5.906000137329102,13.291291236877441,28.459999084472656,,21.002500534057617,7.0114288330078125,5.948999881744385,13.3873872756958,28.5,,21.11750030517578,6.906428813934326,5.71999979019165,13.203453063964844,28.139999389648438,,20.875,6.996786117553711,5.939499855041504,13.3873872756958,28.3700008392334,,21.065000534057617,698342400,461594000,163684152,54413700,,14441600
2010-02-03,6.002139091491699,5.954999923706055,13.500603675842285,21.59720802307129,,18.748117446899414,7.115356922149658,5.954999923706055,13.53403377532959,28.6299991607666,,20.8799991607666,7.150000095367432,5.980500221252441,13.566065788269043,28.790000915527344,,21.122499465942383,6.943571090698242,5.828000068664551,13.218969345092773,28.1200008392334,,20.524999618530273,6.9703569412231445,5.855999946594238,13.22998046875,28.260000228881836,,21.059999465942383,615328000,248118000,119844036,61397900,,32197600
2010-02-04,5.785830020904541,5.796999931335449,13.150121688842773,21.001279830932617,,18.642610549926758,6.85892915725708,5.796999931335449,13.182682991027832,27.84000015258789,,20.762500762939453,7.0846428871154785,6.016499996185303,13.463462829589844,28.5,,21.545000076293945,6.841785907745361,5.7870001792907715,13.152152061462402,27.809999465942383,,20.700000762939453,7.026071071624756,5.932000160217285,13.438438415527344,28.3799991607666,,21.3125,757652000,255680000,134972892,77850000,,66486800
2010-02-05,5.888562202453613,5.869500160217285,13.262704849243164,21.137056350708008,,18.532621383666992,6.980713844299316,5.869500160217285,13.29554557800293,28.020000457763672,,20.639999389648438,7.0,5.882500171661377,13.350851058959961,28.280000686645508,,20.96500015258789,6.816071033477783,5.704999923706055,13.074575424194336,27.56999969482422,,20.135000228881836,6.879642963409424,5.794000148773193,13.223222732543945,28.0,,20.829999923706055,850306800,220496000,126113760,80960100,,38687200
2010-02-08,5.84819221496582,5.8414998054504395,13.317123413085938,20.910749435424805,,18.642610549926758,6.932857036590576,5.8414998054504395,13.350099563598633,27.719999313354492,,20.762500762939453,7.067142963409424,6.050000190734863,13.56356430053711,28.079999923706055,,21.094999313354492,6.9285712242126465,5.828000068664551,13.301551818847656,27.56999969482422,,20.639999389648438,6.98892879486084,5.968999862670898,13.325825691223145,28.010000228881836,,20.725000381469727,478270800,197804000,107664228,52820600,,23966800
2010-02-09,5.910555362701416,5.901500225067139,13.391264915466309,21.12950897216797,,18.691993713378906,7.006785869598389,5.901500225067139,13.424424171447754,28.010000228881836,,20.8174991607666,7.0535712242126465,5.954500198364258,13.551801681518555,28.34000015258789,,21.032499313354492,6.955357074737549,5.849999904632568,13.39013957977295,27.75,,20.674999237060547,7.014999866485596,5.909999847412109,13.502001762390137,27.969999313354492,,20.922500610351562,632886800,184460000,112671216,59195800,,17968000
2010-02-10,5.878319263458252,5.868000030517578,13.341588973999023,21.114421844482422,,18.80328369140625,6.968571186065674,5.868000030517578,13.374625205993652,27.989999771118164,,20.90999984741211,7.021429061889648,5.930500030517578,13.458208084106445,28.239999771118164,,20.977500915527344,6.937857151031494,5.800000190734863,13.20545482635498,27.84000015258789,,20.72249984741211,6.996070861816406,5.900000095367432,13.36511516571045,28.030000686645508,,20.872499465942383,370361600,124664000,106873020,48591300,,14572800
2010-02-11,5.985269546508789,6.004499912261963,13.390266418457031,21.212491989135742,,19.140499114990234,7.0953569412231445,6.004499912261963,13.423422813415527,28.1200008392334,,21.28499984741211,7.1339287757873535,6.020999908447266,13.525775909423828,28.399999618530273,,21.302499771118164,6.930714130401611,5.824999809265137,13.250750541687012,27.700000762939453,,20.8125,6.960000038146973,5.860499858856201,13.346345901489258,27.93000030517578,,20.947500228881836,550345600,166870000,96303600,65993700,,18044800
2010-02-12,6.036784648895264,5.982999801635742,13.308387756347656,21.069169998168945,,19.059568405151367,7.156428813934326,5.982999801635742,13.341341018676758,27.93000030517578,,21.19499969482422,7.2014288902282715,5.997000217437744,13.442192077636719,28.059999465942383,,21.235000610351562,6.982142925262451,5.875,13.275775909423828,27.579999923706055,,20.912500381469727,7.075356960296631,5.94950008392334,13.3375883102417,27.809999465942383,,21.125,655468800,161470000,91096812,81117200,,22114800
2010-02-16,6.1277689933776855,5.876500129699707,13.512587547302246,21.486000061035156,,19.30685043334961,7.264286041259766,5.876500129699707,13.546046257019043,28.350000381469727,,21.469999313354492,7.2746429443359375,6.025000095367432,13.616867065429688,28.3700008392334,,21.485000610351562,7.197143077850342,5.859000205993652,13.370870590209961,28.020000457763672,,21.299999237060547,7.2121429443359375,6.002999782562256,13.435185432434082,28.1299991607666,,21.3075008392334,543737600,178654000,146029824,51935600,,16065600
2010-02-17,6.1021599769592285,5.815499782562256,13.435450553894043,21.66789436340332,,19.42825698852539,7.23392915725708,5.815499782562256,13.468718528747559,28.59000015258789,,21.604999542236328,7.296785831451416,5.856500148773193,13.598599433898926,28.649999618530273,,21.635000228881836,7.1735711097717285,5.777500152587891,13.453703880310059,28.360000610351562,,21.440000534057617,7.292500019073486,5.853499889373779,13.56356430053711,28.530000686645508,,21.502500534057617,436396800,178896000,81106812,45882900,,14976800
2010-02-18,6.113607406616211,5.9039998054504395,13.560516357421875,21.955883026123047,,19.549657821655273,7.247499942779541,5.9039998054504395,13.594094276428223,28.969999313354492,,21.739999771118164,7.28178596496582,5.92549991607666,13.63888931274414,29.030000686645508,,21.862499237060547,7.175714015960693,5.741000175476074,13.416916847229004,28.510000228881836,,21.5,7.201070785522461,5.791999816894531,13.45195198059082,28.59000015258789,,21.5,422825200,196002000,93382524,42856500,,15289200
2010-02-19,6.075648307800293,5.875999927520752,13.499106407165527,21.804311752319336,,19.51593017578125,7.202499866485596,5.875999927520752,13.532532691955566,28.770000457763672,,21.702499389648438,7.257143020629883,5.954500198364258,13.614363670349121,28.920000076293945,,21.7450008392334,7.182499885559082,5.849999904632568,13.506006240844727,28.690000534057617,,21.372499465942383,7.209286212921143,5.895500183105469,13.526777267456055,28.790000915527344,,21.5,415469600,142312000,102021876,44451800,,13672000
2010-02-22,6.037990093231201,5.9004998207092285,13.550031661987305,21.77399253845215,,19.538414001464844,7.1578569412231445,5.9004998207092285,13.58358383178711,28.729999542236328,,21.727500915527344,7.232142925262451,5.948500156402588,13.701201438903809,28.940000534057617,,21.940000534057617,7.11392879486084,5.809000015258789,13.538538932800293,28.649999618530273,,21.702499389648438,7.226428985595703,5.868500232696533,13.697446823120117,28.84000015258789,,21.762500762939453,390563600,136146000,85698216,36707100,,11572800
2010-02-23,5.936764717102051,5.861999988555908,13.357065200805664,21.470848083496094,,19.360815048217773,7.0378570556640625,5.861999988555908,13.39013957977295,28.329999923706055,,21.530000686645508,7.190357208251953,5.962500095367432,13.604353904724121,28.829999923706055,,21.897499084472656,6.989643096923828,5.825500011444092,13.320570945739746,28.09000015258789,,21.514999389648438,7.142857074737549,5.9004998207092285,13.58858871459961,28.68000030517578,,21.7549991607666,575094800,141364000,114789096,52266200,,19129200
2010-02-24,6.04522180557251,5.986000061035156,13.26719856262207,21.698209762573242,,19.250656127929688,7.166429042816162,5.986000061035156,13.300049781799316,28.6299991607666,,21.407499313354492,7.194285869598389,5.989999771118164,13.47447395324707,28.790000915527344,,21.65250015258789,7.065713882446289,5.857500076293945,13.276025772094727,28.3799991607666,,21.1875,7.0796427726745605,5.8979997634887695,13.362862586975098,28.520000457763672,,21.55500030517578,460566400,147798000,92970936,43165900,,16210000
2010-02-25,6.08558988571167,5.909999847412109,13.14138412475586,21.67547035217285,,19.160728454589844,7.214285850524902,5.909999847412109,13.173924446105957,28.600000381469727,,21.3075008392334,7.244999885559082,5.916999816894531,13.225475311279297,28.649999618530273,,21.360000610351562,7.03178596496582,5.792500019073486,13.013012886047363,28.020000457763672,,20.934999465942383,7.049285888671875,5.9085001945495605,13.191190719604492,28.270000457763672,,21.1875,665126000,190668000,132235632,48735300,,14140800
2010-02-26,6.164523124694824,5.920000076293945,13.150619506835938,21.728525161743164,,19.171981811523438,7.307857036590576,5.920000076293945,13.183182716369629,28.670000076293945,,21.31999969482422,7.327499866485596,5.971499919891357,13.30705738067627,28.850000381469727,,21.43000030517578,7.214285850524902,5.849999904632568,13.100099563598633,28.510000228881836,,21.2549991607666,7.2278571128845215,5.894000053405762,13.198698997497559,28.649999618530273,,21.395000457763672,507460800,114432000,81890028,40370600,,12476400
2010-03-01,6.296176433563232,6.2270002365112305,13.297654151916504,21.9937801361084,,19.5181941986084,7.463929176330566,6.2270002365112305,13.330580711364746,29.020000457763672,,21.704999923706055,7.482142925262451,6.232999801635742,13.345596313476562,29.049999237060547,,21.735000610351562,7.337500095367432,5.876500129699707,13.206707000732422,28.530000686645508,,21.31999969482422,7.348214149475098,5.934999942779541,13.243243217468262,28.770000457763672,,21.375,550093600,265930000,89426484,43805400,,13495200
2010-03-02,6.2919602394104,6.276500225067139,13.506595611572266,21.569364547729492,,19.435009002685547,7.458929061889648,6.276500225067139,13.540040016174316,28.459999084472656,,21.612499237060547,7.5296430587768555,6.367499828338623,13.655155181884766,29.299999237060547,,21.7450008392334,7.419285774230957,6.239999771118164,13.388639450073242,28.239999771118164,,21.5625,7.497499942779541,6.250500202178955,13.400400161743164,29.079999923706055,,21.704999923706055,566546400,241950000,174097728,93123900,,12901200
2010-03-03,6.3064188957214355,6.29449987411499,13.612939834594727,21.569364547729492,,19.51368522644043,7.476070880889893,6.29449987411499,13.646647453308105,28.459999084472656,,21.700000762939453,7.495357036590576,6.3470001220703125,13.716716766357422,28.610000610351562,,21.802499771118164,7.42642879486084,6.221499919891357,13.494745254516602,28.350000381469727,,21.559999465942383,7.4621429443359375,6.269999980926514,13.572572708129883,28.510000228881836,,21.649999618530273,372052800,128808000,123452424,48442100,,13658000
2010-03-04,6.347991943359375,6.426499843597412,13.844347953796387,21.698209762573242,,19.567638397216797,7.525356769561768,6.426499843597412,13.878628730773926,28.6299991607666,,21.760000228881836,7.5328569412231445,6.442500114440918,13.917166709899902,28.649999618530273,,21.862499237060547,7.451070785522461,6.278500080108643,13.668668746948242,28.270000457763672,,21.532499313354492,7.474286079406738,6.298999786376953,13.676176071166992,28.459999084472656,,21.75,366041200,150194000,127224648,42890600,,14576800
2010-03-05,6.596238136291504,6.445499897003174,14.084493637084961,21.66789436340332,,19.89811897277832,7.819643020629883,6.445499897003174,14.119368553161621,28.59000015258789,,22.127500534057617,7.846428871154785,6.472499847412109,14.20595645904541,28.68000030517578,,22.139999389648438,7.6653571128845215,6.353499889373779,14.01151180267334,28.420000076293945,,21.774999618530273,7.67642879486084,6.456500053405762,14.047798156738281,28.65999984741211,,21.850000381469727,899620400,135386000,156331512,56001800,,19503600
2010-03-08,6.600152969360352,6.505499839782715,14.04130744934082,21.698209762573242,,20.374713897705078,7.824285984039307,6.505499839782715,14.076075553894043,28.6299991607666,,22.657499313354492,7.86035680770874,6.542500019073486,14.143644332885742,28.93000030517578,,22.732500076293945,7.794642925262451,6.385499954223633,14.039289474487305,28.5,,22.022499084472656,7.857500076293945,6.414999961853027,14.133633613586426,28.520000457763672,,22.112499237060547,429889600,112118000,95360544,39414500,,31258400
2010-03-09,6.718852996826172,6.440999984741211,13.984142303466797,21.827041625976562,,20.266809463500977,7.965000152587891,6.440999984741211,14.018769264221191,28.799999237060547,,22.537500381469727,8.035714149475098,6.540500164031982,14.130631446838379,29.110000610351562,,22.917499542236328,7.78178596496582,6.398499965667725,13.92642593383789,28.549999237060547,,22.46500015258789,7.796785831451416,6.479499816894531,14.010259628295898,28.559999465942383,,22.5625,920259200,121416000,126936936,50271600,,36690800
2010-03-10,6.773684978485107,6.5254998207092285,14.390044212341309,21.955883026123047,,20.574798583984375,8.029999732971191,6.5254998207092285,14.425676345825195,28.969999313354492,,22.8799991607666,8.052857398986816,6.558499813079834,14.476977348327637,29.110000610351562,,22.952499389648438,7.971428871154785,6.423999786376953,14.069318771362305,28.799999237060547,,22.387500762939453,7.993928909301758,6.45550012588501,14.108107566833496,28.860000610351562,,22.434999465942383,596218000,112514000,225969804,44891400,,28438800
2010-03-11,6.793566703796387,6.678999900817871,14.507121086120605,22.115047454833984,,20.84907341003418,8.053570747375488,6.678999900817871,14.54304313659668,29.18000030517578,,23.184999465942383,8.053570747375488,6.681000232696533,14.669919967651367,29.190000534057617,,23.31999969482422,7.975714206695557,6.51800012588501,14.369368553161621,28.850000381469727,,22.700000762939453,7.996786117553711,6.522500038146973,14.370870590209961,28.889999389648438,,22.74250030517578,405700400,144816000,169162668,35349700,,55125200
2010-03-12,6.826705455780029,6.591000080108643,14.467179298400879,22.183252334594727,,20.96371841430664,8.092857360839844,6.591000080108643,14.503003120422363,29.270000457763672,,23.3125,8.133213996887207,6.710000038146973,14.721721649169922,29.3799991607666,,23.407499313354492,8.0625,6.559000015258789,14.49349308013916,29.040000915527344,,23.162500381469727,8.120356559753418,6.710000038146973,14.718217849731445,29.31999969482422,,23.292499542236328,416323600,123016000,110025864,31700200,,28641200
2010-03-15,6.743557929992676,6.55649995803833,14.058782577514648,22.19841194152832,,20.774883270263672,7.994286060333252,6.55649995803833,14.09359359741211,29.290000915527344,,23.102500915527344,8.053570747375488,6.599999904632568,14.250500679016113,29.3700008392334,,23.287500381469727,7.8660712242126465,6.43149995803833,13.91391372680664,29.010000228881836,,22.780000686645508,8.049285888671875,6.585000038146973,14.181180953979492,29.18000030517578,,23.217500686645508,493502800,126584000,185969844,37512000,,20734000
2010-03-16,6.76193380355835,6.5894999504089355,14.109207153320312,22.259048461914062,,20.604028701782227,8.016071319580078,6.5894999504089355,14.144144058227539,29.3700008392334,,22.912500381469727,8.03499984741211,6.614500045776367,14.224724769592285,29.489999771118164,,23.227500915527344,7.946785926818848,6.525000095367432,14.03303337097168,29.200000762939453,,22.837499618530273,8.006428718566895,6.561999797821045,14.059809684753418,29.420000076293945,,23.170000076293945,446908000,82650000,137122740,36723500,,19068000
2010-03-17,6.751993656158447,6.566999912261963,14.118194580078125,22.456090927124023,,20.572553634643555,8.00428581237793,6.566999912261963,14.153153419494629,29.6299991607666,,22.877500534057617,8.087499618530273,6.634500026702881,14.300551414489746,29.8700008392334,,23.102500915527344,7.973928928375244,6.560999870300293,14.120369911193848,29.399999618530273,,22.809999465942383,8.032142639160156,6.620500087738037,14.221721649169922,29.5,,23.030000686645508,450956800,87176000,132731136,50385700,,14785200
2010-03-18,6.767958164215088,6.638000011444092,14.139163970947266,22.440929412841797,,20.262310028076172,8.023214340209961,6.638000011444092,14.174174308776855,29.610000610351562,,22.532499313354492,8.035714149475098,6.642499923706055,14.225225448608398,29.719999313354492,,22.954999923706055,7.950356960296631,6.521999835968018,14.088088035583496,29.5,,22.520000457763672,8.003570556640625,6.551000118255615,14.132131576538086,29.6299991607666,,22.875,342109600,100426000,71016912,43845200,,18766000
2010-03-19,6.695656776428223,6.517499923706055,13.979398727416992,22.425771713256836,,19.972312927246094,7.9375,6.517499923706055,14.01401424407959,29.59000015258789,,22.209999084472656,8.044285774230957,6.685500144958496,14.214214324951172,29.899999618530273,,22.6875,7.901071071624756,6.482999801635742,13.945945739746094,29.350000381469727,,22.172500610351562,8.028214454650879,6.685500144958496,14.01401424407959,29.760000228881836,,22.209999084472656,559445600,178100000,191576232,81332100,,24224000
2010-03-22,6.7709736824035645,6.523499965667725,13.916990280151367,22.433353424072266,,20.062223434448242,8.026785850524902,6.523499965667725,13.951451301574707,29.600000381469727,,22.309999465942383,8.071429252624512,6.547999858856201,14.18543529510498,29.700000762939453,,22.4375,7.862500190734863,6.432000160217285,13.870870590209961,29.389999389648438,,22.045000076293945,7.873929023742676,6.510000228881836,13.916666984558105,29.5,,22.09749984741211,456419600,107668000,160031808,37718200,,16674400
2010-03-23,6.879730224609375,6.4629998207092285,13.704803466796875,22.645565032958984,,20.228588104248047,8.15571403503418,6.4629998207092285,13.738739013671875,29.8799991607666,,22.4950008392334,8.170714378356934,6.546999931335449,13.971721649169922,29.899999618530273,,22.575000762939453,8.003570556640625,6.403500080108643,13.56356430053711,29.40999984741211,,22.3125,8.058570861816406,6.54449987411499,13.939940452575684,29.59000015258789,,22.375,602431200,84262000,219831948,42026600,,13516400
2010-03-24,6.910157680511475,6.4019999504089355,13.912747383117676,22.471248626708984,,19.952075958251953,8.19178581237793,6.4019999504089355,13.947196960449219,29.649999618530273,,22.1875,8.221428871154785,6.46999979019165,14.010259628295898,29.850000381469727,,22.485000610351562,8.125356674194336,6.360000133514404,13.506006240844727,29.600000381469727,,22.147499084472656,8.130000114440918,6.432000160217285,13.651400566101074,29.719999313354492,,22.399999618530273,597780400,93928000,262345392,33987700,,15611600
2010-03-25,6.828211784362793,6.736499786376953,14.05129337310791,22.74408531188965,,20.32526206970215,8.094642639160156,6.736499786376953,14.08608627319336,30.010000228881836,,22.602500915527344,8.248929023742676,6.8454999923706055,14.314313888549805,30.56999969482422,,22.94499969482422,8.08035659790039,6.4019999504089355,13.980480194091797,29.799999237060547,,22.372499465942383,8.247142791748047,6.456999778747559,13.98948860168457,29.829999923706055,,22.420000076293945,542284400,324192000,157078764,73168700,,20353600
2010-03-26,6.956252098083496,6.752999782562256,14.046549797058105,22.47882843017578,,20.289287567138672,8.246429443359375,6.752999782562256,14.081331253051758,29.65999984741211,,22.5625,8.283928871154785,6.8495001792907715,14.198948860168457,30.200000762939453,,22.8125,8.162500381469727,6.688000202178955,14.014514923095703,29.59000015258789,,22.412500381469727,8.176786422729492,6.744999885559082,14.145895957946777,30.09000015258789,,22.6825008392334,640875200,131314000,107740152,55595500,,13536000
